Data;Hora;Consumo registado, Ativa (kW);Estado
2026/08/15;02:45;0,18;Real
2026/08/15;03:00;0,161;Real
2026/08/15;03:15;0,13;Real
2026/08/15;03:30;0,152;Real
2026/08/15;03:45;0,127;Real
2026/08/15;04:00;0,155;Real
2026/08/15;04:15;0,125;Real
2026/08/15;04:30;0,165;Real
2026/08/15;04:45;0,111;Real
2026/08/15;05:00;0,151;Real
2026/08/15;05:15;0,139;Real
2026/08/15;05:30;0,213;Real
2026/08/15;05:45;0,199;Real
2026/08/15;06:00;0,147;Real
2026/08/15;06:15;0,252;Real
2026/08/15;06:30;0,247;Real
2026/08/15;06:45;0,226;Real
2026/08/15;07:00;0,243;Real
2026/08/15;07:15;0,286;Real
2026/08/15;07:30;0,328;Real
2026/08/15;07:45;0,308;Real
2026/08/15;08:00;0,245;Real
2026/08/15;08:15;0,519;Real
2026/08/15;08:30;0,537;Real
2026/08/15;08:45;0,51;Real
2026/08/15;09:00;0,522;Real
2026/08/15;09:15;0,659;Real
2026/08/15;09:30;0,498;Real
2026/08/15;09:45;0,595;Real
2026/08/15;10:00;0,572;Real
2026/08/15;10:15;0,753;Real
2026/08/15;10:30;0,669;Real
2026/08/15;10:45;0,579;Real
2026/08/15;11:00;0,566;Real
2026/08/15;11:15;0,877;Real
2026/08/15;11:30;0,788;Real
2026/08/15;11:45;0,527;Real
2026/08/15;12:00;0,958;Real
2026/08/15;12:15;0,774;Real
2026/08/15;12:30;0,71;Real
2026/08/15;12:45;0,583;Real
2026/08/15;13:00;0,706;Real
2026/08/15;13:15;1,09;Estimado
2026/08/15;13:30;0,9;Real
2026/08/15;13:45;1,083;Real
2026/08/15;14:00;1,073;Estimado
2026/08/15;14:15;0,681;Real
2026/08/15;14:30;0,682;Real
2026/08/15;14:45;0,523;Real
2026/08/15;15:00;0,806;Estimado
2026/08/15;15:15;0,602;Real
2026/08/15;15:30;0,522;Real
2026/08/15;15:45;0,445;Real
2026/08/15;16:00;0,5;Real
2026/08/15;16:15;0,365;Real
2026/08/15;16:30;0,357;Real
2026/08/15;16:45;0,416;Real
2026/08/15;17:00;0,509;Estimado
2026/08/15;17:15;0,486;Real
2026/08/15;17:30;0,477;Real
2026/08/15;17:45;0,347;Real
2026/08/15;18:00;0,449;Real
2026/08/15;18:15;0,717;Real
2026/08/15;18:30;0,583;Real
2026/08/15;18:45;0,448;Real
2026/08/15;19:00;0,421;Real
2026/08/15;19:15;0,828;Real
2026/08/15;19:30;0,564;Real
2026/08/15;19:45;0,884;Real
2026/08/15;20:00;0,81;Real
2026/08/15;20:15;1,008;Real
2026/08/15;20:30;2,587;Real
2026/08/15;20:45;1,058;Real
2026/08/15;21:00;1,16;Real
2026/08/15;21:15;0,898;Real
2026/08/15;21:30;0,951;Real
2026/08/15;21:45;1,174;Real
2026/08/15;22:00;0,955;Real
2026/08/15;22:15;0,965;Real
2026/08/15;22:30;0,827;Real
2026/08/15;22:45;0,858;Real
2026/08/15;23:00;0,824;Real
2026/08/15;23:15;0,446;Real
2026/08/15;23:30;0,412;Real
2026/08/15;23:45;0,437;Real
2026/08/16;00:00;0,305;Real
2026/08/16;00:15;0,304;Real
2026/08/16;00:30;0,194;Real
2026/08/16;00:45;0,321;Real
2026/08/16;01:00;0,237;Real
2026/08/16;01:15;0,213;Real
2026/08/16;01:30;0,154;Real
2026/08/16;01:45;0,205;Real
2026/08/16;02:00;0,239;Real
2026/08/16;02:15;0,187;Real
2026/08/16;02:30;0,121;Real
2026/08/16;02:45;0,165;Real
2026/08/16;03:00;0,139;Real
2026/08/16;03:15;0,151;Real
2026/08/16;03:30;0,131;Real
2026/08/16;03:45;0,135;Real
2026/08/16;04:00;0,157;Estimado
2026/08/16;04:15;0,177;Real
2026/08/16;04:30;0,129;Real
2026/08/16;04:45;0,15;Real
2026/08/16;05:00;0,153;Real
2026/08/16;05:15;0,168;Estimado
2026/08/16;05:30;0,162;Real
2026/08/16;05:45;0,178;Real
2026/08/16;06:00;0,159;Real
2026/08/16;06:15;0,22;Real
2026/08/16;06:30;0,239;Real
2026/08/16;06:45;0,268;Real
2026/08/16;07:00;0,247;Real
2026/08/16;07:15;0,288;Real
2026/08/16;07:30;0,268;Real
2026/08/16;07:45;0,377;Real
2026/08/16;08:00;0,351;Real
2026/08/16;08:15;0,556;Real
2026/08/16;08:30;0,487;Estimado
2026/08/16;08:45;0,468;Real
2026/08/16;09:00;0,423;Real
2026/08/16;09:15;0,523;Real
2026/08/16;09:30;0,621;Real
2026/08/16;09:45;0,555;Real
2026/08/16;10:00;0,794;Real
2026/08/16;10:15;0,759;Real
2026/08/16;10:30;0,693;Real
2026/08/16;10:45;0,539;Real
2026/08/16;11:00;0,732;Real
2026/08/16;11:15;0,699;Real
2026/08/16;11:30;0,83;Real
2026/08/16;11:45;0,532;Real
2026/08/16;12:00;0,903;Real
2026/08/16;12:15;0,69;Real
2026/08/16;12:30;1,038;Real
2026/08/16;12:45;0,891;Real
2026/08/16;13:00;0,697;Real
2026/08/16;13:15;1,073;Real
2026/08/16;13:30;0,726;Real
2026/08/16;13:45;0,619;Real
2026/08/16;14:00;0,646;Real
2026/08/16;14:15;0,516;Real
2026/08/16;14:30;0,685;Real
2026/08/16;14:45;0,496;Real
2026/08/16;15:00;0,506;Real
2026/08/16;15:15;0,406;Real
2026/08/16;15:30;0,571;Real
2026/08/16;15:45;0,694;Real
2026/08/16;16:00;0,49;Real
2026/08/16;16:15;0,351;Real
2026/08/16;16:30;0,394;Real
2026/08/16;16:45;0,374;Real
2026/08/16;17:00;0,473;Real
2026/08/16;17:15;0,388;Real
2026/08/16;17:30;0,6;Real
2026/08/16;17:45;0,588;Real
2026/08/16;18:00;0,356;Estimado
2026/08/16;18:15;0,65;Real
2026/08/16;18:30;0,424;Real
2026/08/16;18:45;0,68;Real
2026/08/16;19:00;0,458;Real
2026/08/16;19:15;0,848;Real
2026/08/16;19:30;0,702;Real
2026/08/16;19:45;0,639;Real
2026/08/16;20:00;0,879;Real
2026/08/16;20:15;0,743;Real
2026/08/16;20:30;0,812;Real
2026/08/16;20:45;0,747;Real
2026/08/16;21:00;0,951;Real
2026/08/16;21:15;0,791;Real
2026/08/16;21:30;1,197;Real
2026/08/16;21:45;1,135;Real
2026/08/16;22:00;1,228;Real
2026/08/16;22:15;0,748;Real
2026/08/16;22:30;0,675;Real
2026/08/16;22:45;0,578;Real
2026/08/16;23:00;0,579;Real
2026/08/16;23:15;0,365;Real
2026/08/16;23:30;0,485;Real
2026/08/16;23:45;0,341;Real
2026/08/17;00:00;0,447;Real
2026/08/17;00:15;0,256;Real
2026/08/17;00:30;0,252;Real
2026/08/17;00:45;0,186;Real
2026/08/17;01:00;0,276;Real
2026/08/17;01:15;0,208;Real
2026/08/17;01:30;0,131;Real
2026/08/17;01:45;0,172;Real
2026/08/17;02:00;0,21;Real
2026/08/17;02:15;0,116;Real
2026/08/17;02:30;0,12;Real
2026/08/17;02:45;0,184;Real
2026/08/17;03:00;0,121;Real
2026/08/17;03:15;0,118;Real
2026/08/17;03:30;0,137;Real
2026/08/17;03:45;0,132;Real
2026/08/17;04:00;0,168;Real
2026/08/17;04:15;0,11;Real
2026/08/17;04:30;0,157;Real
2026/08/17;04:45;0,117;Real
2026/08/17;05:00;0,128;Real
2026/08/17;05:15;0,198;Real
2026/08/17;05:30;0,138;Real
2026/08/17;05:45;0,127;Real
2026/08/17;06:00;0,127;Real
2026/08/17;06:15;0,256;Real
2026/08/17;06:30;0,27;Real
2026/08/17;06:45;0,257;Real
2026/08/17;07:00;0,21;Real
2026/08/17;07:15;0,567;Real
2026/08/17;07:30;0,34;Real
2026/08/17;07:45;0,371;Real
2026/08/17;08:00;0,353;Real
2026/08/17;08:15;0,381;Real
2026/08/17;08:30;0,554;Estimado
2026/08/17;08:45;0,43;Real
2026/08/17;09:00;0,461;Real
2026/08/17;09:15;0,433;Real
2026/08/17;09:30;0,373;Real
2026/08/17;09:45;0,402;Real
2026/08/17;10:00;0,368;Real
2026/08/17;10:15;0,314;Real
2026/08/17;10:30;0,373;Real
2026/08/17;10:45;0,319;Real
2026/08/17;11:00;0,268;Real
2026/08/17;11:15;0,379;Real
2026/08/17;11:30;0,304;Real
2026/08/17;11:45;0,407;Real
2026/08/17;12:00;0,349;Real
2026/08/17;12:15;0,518;Real
2026/08/17;12:30;0,634;Real
2026/08/17;12:45;0,655;Real
2026/08/17;13:00;0,611;Real
2026/08/17;13:15;0,565;Real
2026/08/17;13:30;0,577;Real
2026/08/17;13:45;0,429;Real
2026/08/17;14:00;0,532;Real
2026/08/17;14:15;0,469;Real
2026/08/17;14:30;0,519;Real
2026/08/17;14:45;0,311;Real
2026/08/17;15:00;0,375;Real
2026/08/17;15:15;0,355;Real
2026/08/17;15:30;0,357;Real
2026/08/17;15:45;0,423;Real
2026/08/17;16:00;0,374;Real
2026/08/17;16:15;0,249;Real
2026/08/17;16:30;0,435;Real
2026/08/17;16:45;0,249;Real
2026/08/17;17:00;0,357;Real
2026/08/17;17:15;0,352;Real
2026/08/17;17:30;0,39;Real
2026/08/17;17:45;0,346;Real
2026/08/17;18:00;0,499;Real
2026/08/17;18:15;0,629;Real
2026/08/17;18:30;0,513;Real
2026/08/17;18:45;0,609;Real
2026/08/17;19:00;0,457;Real
2026/08/17;19:15;0,913;Real
2026/08/17;19:30;0,692;Real
2026/08/17;19:45;0,604;Real
2026/08/17;20:00;0,787;Real
2026/08/17;20:15;0,906;Real
2026/08/17;20:30;2,619;Real
2026/08/17;20:45;0,729;Real
2026/08/17;21:00;0,949;Real
2026/08/17;21:15;1,098;Real
2026/08/17;21:30;1,305;Real
2026/08/17;21:45;1,35;Real
2026/08/17;22:00;1,023;Real
2026/08/17;22:15;2,534;Real
2026/08/17;22:30;0,548;Real
2026/08/17;22:45;0,952;Real
2026/08/17;23:00;0,702;Real
2026/08/17;23:15;0,451;Real
2026/08/17;23:30;0,402;Real
2026/08/17;23:45;0,431;Real
2026/08/18;00:00;0,316;Real
2026/08/18;00:15;0,233;Real
2026/08/18;00:30;0,205;Real
2026/08/18;00:45;0,188;Real
2026/08/18;01:00;0,139;Real
2026/08/18;01:15;0,12;Real
2026/08/18;01:30;0,123;Real
2026/08/18;01:45;0,156;Real
2026/08/18;02:00;0,174;Real
2026/08/18;02:15;0,156;Real
2026/08/18;02:30;0,106;Real
2026/08/18;02:45;0,143;Real
2026/08/18;03:00;0,1;Real
2026/08/18;03:15;0,138;Real
2026/08/18;03:30;0,122;Real
2026/08/18;03:45;0,142;Real
2026/08/18;04:00;0,137;Real
2026/08/18;04:15;0,129;Real
2026/08/18;04:30;0,146;Real
2026/08/18;04:45;0,107;Real
2026/08/18;05:00;0,095;Real
2026/08/18;05:15;0,103;Real
2026/08/18;05:30;0,17;Real
2026/08/18;05:45;0,12;Real
2026/08/18;06:00;0,147;Real
2026/08/18;06:15;0,164;Real
2026/08/18;06:30;0,169;Real
2026/08/18;06:45;0,215;Real
2026/08/18;07:00;0,211;Real
2026/08/18;07:15;0,461;Real
2026/08/18;07:30;0,348;Real
2026/08/18;07:45;0,303;Real
2026/08/18;08:00;0,309;Real
2026/08/18;08:15;0,41;Real
2026/08/18;08:30;0,452;Real
2026/08/18;08:45;0,552;Real
2026/08/18;09:00;0,444;Real
2026/08/18;09:15;0,393;Real
2026/08/18;09:30;0,411;Real
2026/08/18;09:45;0,365;Real
2026/08/18;10:00;0,277;Real
2026/08/18;10:15;0,325;Real
2026/08/18;10:30;0,352;Real
2026/08/18;10:45;0,268;Real
2026/08/18;11:00;0,315;Real
2026/08/18;11:15;0,325;Real
2026/08/18;11:30;0,322;Real
2026/08/18;11:45;0,391;Real
2026/08/18;12:00;0,324;Real
2026/08/18;12:15;0,52;Real
2026/08/18;12:30;0,352;Real
2026/08/18;12:45;0,487;Real
2026/08/18;13:00;0,479;Real
2026/08/18;13:15;0,394;Real
2026/08/18;13:30;0,644;Real
2026/08/18;13:45;0,441;Real
2026/08/18;14:00;0,586;Real
2026/08/18;14:15;0,339;Real
2026/08/18;14:30;0,296;Real
2026/08/18;14:45;0,33;Real
2026/08/18;15:00;0,266;Real
2026/08/18;15:15;0,196;Real
2026/08/18;15:30;0,218;Real
2026/08/18;15:45;0,229;Real
2026/08/18;16:00;0,199;Real
2026/08/18;16:15;0,341;Real
2026/08/18;16:30;0,244;Real
2026/08/18;16:45;0,362;Real
2026/08/18;17:00;0,36;Real
2026/08/18;17:15;0,417;Real
2026/08/18;17:30;0,408;Real
2026/08/18;17:45;0,436;Real
2026/08/18;18:00;0,386;Real
2026/08/18;18:15;0,553;Real
2026/08/18;18:30;0,372;Real
2026/08/18;18:45;0,494;Real
2026/08/18;19:00;0,401;Estimado
2026/08/18;19:15;0,657;Real
2026/08/18;19:30;0,671;Real
2026/08/18;19:45;0,603;Real
2026/08/18;20:00;0,564;Real
2026/08/18;20:15;0,626;Real
2026/08/18;20:30;0,734;Real
2026/08/18;20:45;1,087;Real
2026/08/18;21:00;1,055;Real
2026/08/18;21:15;0,698;Real
2026/08/18;21:30;0,724;Real
2026/08/18;21:45;0,912;Real
2026/08/18;22:00;1,086;Real
2026/08/18;22:15;0,843;Real
2026/08/18;22:30;0,714;Real
2026/08/18;22:45;0,523;Real
2026/08/18;23:00;0,731;Real
2026/08/18;23:15;0,249;Real
2026/08/18;23:30;0,289;Real
2026/08/18;23:45;0,313;Real
2026/08/19;00:00;0,298;Real
2026/08/19;00:15;0,196;Real
2026/08/19;00:30;0,202;Real
2026/08/19;00:45;0,237;Real
2026/08/19;01:00;0,168;Real
2026/08/19;01:15;2,156;Real
2026/08/19;01:30;0,106;Real
2026/08/19;01:45;0,123;Real
2026/08/19;02:00;0,134;Real
2026/08/19;02:15;0,117;Real
2026/08/19;02:30;0,158;Real
2026/08/19;02:45;0,153;Real
2026/08/19;03:00;0,106;Real
2026/08/19;03:15;0,154;Real
2026/08/19;03:30;0,138;Real
2026/08/19;03:45;0,152;Real
2026/08/19;04:00;0,148;Real
2026/08/19;04:15;0,108;Real
2026/08/19;04:30;0,138;Real
2026/08/19;04:45;0,091;Real
2026/08/19;05:00;0,127;Real
2026/08/19;05:15;0,16;Real
2026/08/19;05:30;0,166;Real
2026/08/19;05:45;0,105;Real
2026/08/19;06:00;0,105;Real
2026/08/19;06:15;0,204;Real
2026/08/19;06:30;0,22;Real
2026/08/19;06:45;0,233;Real
2026/08/19;07:00;0,27;Real
2026/08/19;07:15;0,441;Real
2026/08/19;07:30;0,37;Real
2026/08/19;07:45;0,331;Real
2026/08/19;08:00;0,349;Real
2026/08/19;08:15;0,485;Real
2026/08/19;08:30;0,369;Real
2026/08/19;08:45;0,518;Real
2026/08/19;09:00;0,503;Real
2026/08/19;09:15;0,256;Real
2026/08/19;09:30;0,368;Real
2026/08/19;09:45;0,253;Real
2026/08/19;10:00;0,429;Real
2026/08/19;10:15;0,362;Real
2026/08/19;10:30;0,237;Real
2026/08/19;10:45;0,283;Real
2026/08/19;11:00;0,282;Real
2026/08/19;11:15;0,399;Real
2026/08/19;11:30;0,298;Real
2026/08/19;11:45;0,386;Real
2026/08/19;12:00;0,321;Real
2026/08/19;12:15;0,409;Real
2026/08/19;12:30;0,597;Real
2026/08/19;12:45;0,516;Real
2026/08/19;13:00;0,487;Real
2026/08/19;13:15;0,544;Real
2026/08/19;13:30;0,457;Real
2026/08/19;13:45;0,609;Real
2026/08/19;14:00;0,496;Real
2026/08/19;14:15;0,382;Real
2026/08/19;14:30;0,388;Real
2026/08/19;14:45;0,423;Real
2026/08/19;15:00;0,335;Real
2026/08/19;15:15;0,222;Real
2026/08/19;15:30;0,227;Real
2026/08/19;15:45;0,2;Real
2026/08/19;16:00;0,297;Real
2026/08/19;16:15;0,284;Real
2026/08/19;16:30;0,231;Real
2026/08/19;16:45;0,217;Real
2026/08/19;17:00;0,262;Real
2026/08/19;17:15;0,325;Real
2026/08/19;17:30;0,248;Real
2026/08/19;17:45;0,429;Real
2026/08/19;18:00;0,34;Real
2026/08/19;18:15;0,47;Real
2026/08/19;18:30;0,558;Real
2026/08/19;18:45;0,425;Real
2026/08/19;19:00;0,577;Real
2026/08/19;19:15;0,519;Real
2026/08/19;19:30;0,543;Real
2026/08/19;19:45;0,747;Real
2026/08/19;20:00;0,776;Real
2026/08/19;20:15;0,862;Real
2026/08/19;20:30;0,958;Real
2026/08/19;20:45;0,864;Real
2026/08/19;21:00;0,89;Real
2026/08/19;21:15;0,846;Real
2026/08/19;21:30;1,043;Real
2026/08/19;21:45;0,707;Real
2026/08/19;22:00;0,831;Real
2026/08/19;22:15;2,413;Real
2026/08/19;22:30;0,582;Estimado
2026/08/19;22:45;0,68;Real
2026/08/19;23:00;0,48;Real
2026/08/19;23:15;0,331;Real
2026/08/19;23:30;0,246;Real
2026/08/19;23:45;0,278;Real
2026/08/20;00:00;0,427;Real
2026/08/20;00:15;0,235;Real
2026/08/20;00:30;0,151;Real
2026/08/20;00:45;0,222;Real
2026/08/20;01:00;0,239;Real
2026/08/20;01:15;0,125;Real
2026/08/20;01:30;0,152;Real
2026/08/20;01:45;0,12;Real
2026/08/20;02:00;0,099;Real
2026/08/20;02:15;0,124;Real
2026/08/20;02:30;0,149;Real
2026/08/20;02:45;0,155;Real
2026/08/20;03:00;0,092;Real
2026/08/20;03:15;0,101;Real
2026/08/20;03:30;0,154;Real
2026/08/20;03:45;0,117;Real
2026/08/20;04:00;0,13;Real
2026/08/20;04:15;0,159;Real
2026/08/20;04:30;0,109;Real
2026/08/20;04:45;0,138;Real
2026/08/20;05:00;0,129;Real
2026/08/20;05:15;0,105;Real
2026/08/20;05:30;0,123;Real
2026/08/20;05:45;0,164;Real
2026/08/20;06:00;0,123;Real
2026/08/20;06:15;0,2;Real
2026/08/20;06:30;0,272;Real
2026/08/20;06:45;0,203;Real
2026/08/20;07:00;0,243;Real
2026/08/20;07:15;0,325;Real
2026/08/20;07:30;0,397;Estimado
2026/08/20;07:45;0,472;Real
2026/08/20;08:00;0,278;Real
2026/08/20;08:15;0,346;Real
2026/08/20;08:30;0,38;Real
2026/08/20;08:45;0,343;Real
2026/08/20;09:00;0,396;Real
2026/08/20;09:15;0,249;Real
2026/08/20;09:30;0,39;Real
2026/08/20;09:45;0,373;Real
2026/08/20;10:00;0,39;Real
2026/08/20;10:15;0,331;Real
2026/08/20;10:30;0,295;Real
2026/08/20;10:45;0,33;Real
2026/08/20;11:00;0,213;Real
2026/08/20;11:15;0,287;Real
2026/08/20;11:30;0,361;Real
2026/08/20;11:45;0,289;Real
2026/08/20;12:00;0,26;Real
2026/08/20;12:15;0,387;Real
2026/08/20;12:30;0,33;Real
2026/08/20;12:45;0,392;Real
2026/08/20;13:00;0,342;Real
2026/08/20;13:15;0,496;Real
2026/08/20;13:30;0,553;Real
2026/08/20;13:45;0,568;Real
2026/08/20;14:00;0,407;Real
2026/08/20;14:15;0,267;Real
2026/08/20;14:30;0,316;Real
2026/08/20;14:45;0,264;Real
2026/08/20;15:00;0,267;Real
2026/08/20;15:15;0,208;Real
2026/08/20;15:30;0,204;Real
2026/08/20;15:45;0,271;Real
2026/08/20;16:00;0,345;Real
2026/08/20;16:15;0,252;Real
2026/08/20;16:30;0,292;Real
2026/08/20;16:45;0,279;Real
2026/08/20;17:00;0,281;Real
2026/08/20;17:15;0,438;Real
2026/08/20;17:30;0,319;Real
2026/08/20;17:45;0,355;Real
2026/08/20;18:00;0,361;Real
2026/08/20;18:15;0,366;Real
2026/08/20;18:30;0,389;Real
2026/08/20;18:45;0,572;Real
2026/08/20;19:00;0,524;Real
2026/08/20;19:15;0,705;Real
2026/08/20;19:30;0,497;Real
2026/08/20;19:45;0,48;Real
2026/08/20;20:00;0,686;Real
2026/08/20;20:15;0,621;Real
2026/08/20;20:30;2,719;Real
2026/08/20;20:45;0,706;Real
2026/08/20;21:00;0,825;Real
2026/08/20;21:15;0,611;Real
2026/08/20;21:30;1,126;Real
2026/08/20;21:45;0,609;Real
2026/08/20;22:00;0,787;Real
2026/08/20;22:15;2,21;Real
2026/08/20;22:30;0,537;Real
2026/08/20;22:45;0,727;Real
2026/08/20;23:00;0,57;Real
2026/08/20;23:15;0,441;Real
2026/08/20;23:30;0,402;Real
2026/08/20;23:45;0,279;Real
2026/08/21;00:00;0,281;Real
2026/08/21;00:15;0,165;Real
2026/08/21;00:30;0,169;Real
2026/08/21;00:45;0,19;Real
2026/08/21;01:00;0,218;Real
2026/08/21;01:15;2,157;Real
2026/08/21;01:30;0,131;Real
2026/08/21;01:45;0,172;Real
2026/08/21;02:00;0,166;Real
2026/08/21;02:15;0,134;Real
2026/08/21;02:30;0,149;Real
2026/08/21;02:45;0,088;Real
2026/08/21;03:00;0,155;Real
2026/08/21;03:15;0,089;Real
2026/08/21;03:30;0,159;Real
2026/08/21;03:45;0,137;Real
2026/08/21;04:00;0,117;Real
2026/08/21;04:15;0,119;Real
2026/08/21;04:30;0,161;Real
2026/08/21;04:45;0,154;Real
2026/08/21;05:00;0,139;Real
2026/08/21;05:15;0,105;Real
2026/08/21;05:30;0,098;Real
2026/08/21;05:45;0,143;Real
2026/08/21;06:00;0,125;Real
2026/08/21;06:15;0,23;Real
2026/08/21;06:30;0,265;Real
2026/08/21;06:45;0,238;Real
2026/08/21;07:00;0,155;Real
2026/08/21;07:15;0,416;Real
2026/08/21;07:30;0,398;Real
2026/08/21;07:45;0,393;Real
2026/08/21;08:00;0,408;Real
2026/08/21;08:15;0,458;Real
2026/08/21;08:30;0,387;Real
2026/08/21;08:45;0,462;Real
2026/08/21;09:00;0,504;Real
2026/08/21;09:15;0,368;Real
2026/08/21;09:30;0,308;Real
2026/08/21;09:45;0,26;Real
2026/08/21;10:00;0,343;Real
2026/08/21;10:15;0,324;Real
2026/08/21;10:30;0,349;Real
2026/08/21;10:45;0,351;Real
2026/08/21;11:00;0,196;Real
2026/08/21;11:15;0,266;Real
2026/08/21;11:30;0,273;Real
2026/08/21;11:45;0,281;Real
2026/08/21;12:00;0,365;Real
2026/08/21;12:15;0,493;Real
2026/08/21;12:30;0,592;Real
2026/08/21;12:45;0,56;Real
2026/08/21;13:00;0,485;Real
2026/08/21;13:15;0,533;Real
2026/08/21;13:30;0,349;Real
2026/08/21;13:45;0,398;Real
2026/08/21;14:00;0,42;Real
2026/08/21;14:15;0,241;Real
2026/08/21;14:30;0,256;Real
2026/08/21;14:45;0,321;Real
2026/08/21;15:00;0,438;Real
2026/08/21;15:15;0,224;Real
2026/08/21;15:30;0,217;Real
2026/08/21;15:45;0,226;Real
2026/08/21;16:00;0,242;Real
2026/08/21;16:15;0,313;Real
2026/08/21;16:30;0,356;Real
2026/08/21;16:45;0,233;Real
2026/08/21;17:00;0,27;Real
2026/08/21;17:15;0,294;Real
2026/08/21;17:30;0,254;Real
2026/08/21;17:45;0,271;Real
2026/08/21;18:00;0,413;Real
2026/08/21;18:15;0,507;Real
2026/08/21;18:30;0,537;Real
2026/08/21;18:45;0,564;Real
2026/08/21;19:00;0,332;Real
2026/08/21;19:15;0,604;Real
2026/08/21;19:30;0,711;Estimado
2026/08/21;19:45;0,725;Real
2026/08/21;20:00;0,685;Real
2026/08/21;20:15;0,66;Real
2026/08/21;20:30;2,846;Real
2026/08/21;20:45;0,993;Real
2026/08/21;21:00;1,056;Real
2026/08/21;21:15;0,698;Real
2026/08/21;21:30;0,902;Real
2026/08/21;21:45;0,732;Real
2026/08/21;22:00;0,825;Real
2026/08/21;22:15;2,068;Real
2026/08/21;22:30;0,535;Real
2026/08/21;22:45;0,651;Real
2026/08/21;23:00;0,579;Real
2026/08/21;23:15;0,247;Real
2026/08/21;23:30;0,245;Real
2026/08/21;23:45;0,292;Real
2026/08/22;00:00;0,265;Real
2026/08/22;00:15;0,158;Real
2026/08/22;00:30;0,242;Real
2026/08/22;00:45;0,213;Real
2026/08/22;01:00;0,225;Real
2026/08/22;01:15;0,143;Real
2026/08/22;01:30;0,115;Real
2026/08/22;01:45;0,118;Real
2026/08/22;02:00;0,135;Real
2026/08/22;02:15;0,11;Real
2026/08/22;02:30;0,137;Real
2026/08/22;02:45;0,106;Real
2026/08/22;03:00;0,151;Real
2026/08/22;03:15;0,104;Real
2026/08/22;03:30;0,093;Real
2026/08/22;03:45;0,104;Real
2026/08/22;04:00;0,157;Real
2026/08/22;04:15;0,121;Real
2026/08/22;04:30;0,146;Real
2026/08/22;04:45;0,124;Real
2026/08/22;05:00;0,112;Real
2026/08/22;05:15;0,164;Real
2026/08/22;05:30;0,105;Real
2026/08/22;05:45;0,14;Real
2026/08/22;06:00;0,141;Real
2026/08/22;06:15;0,192;Real
2026/08/22;06:30;0,214;Real
2026/08/22;06:45;0,123;Real
2026/08/22;07:00;0,146;Real
2026/08/22;07:15;0,183;Real
2026/08/22;07:30;0,299;Real
2026/08/22;07:45;0,313;Real
2026/08/22;08:00;0,285;Real
2026/08/22;08:15;0,461;Real
2026/08/22;08:30;0,458;Real
2026/08/22;08:45;0,424;Real
2026/08/22;09:00;0,337;Real
2026/08/22;09:15;0,652;Real
2026/08/22;09:30;0,591;Real
2026/08/22;09:45;0,685;Real
2026/08/22;10:00;0,624;Real
2026/08/22;10:15;0,635;Real
2026/08/22;10:30;0,474;Real
2026/08/22;10:45;0,505;Real
2026/08/22;11:00;0,483;Real
2026/08/22;11:15;0,437;Real
2026/08/22;11:30;0,562;Real
2026/08/22;11:45;0,762;Real
2026/08/22;12:00;0,757;Real
2026/08/22;12:15;0,799;Real
2026/08/22;12:30;0,816;Real
2026/08/22;12:45;0,807;Real
2026/08/22;13:00;0,548;Real
2026/08/22;13:15;0,877;Real
2026/08/22;13:30;0,604;Real
2026/08/22;13:45;0,905;Real
2026/08/22;14:00;0,865;Real
2026/08/22;14:15;0,737;Real
2026/08/22;14:30;0,414;Real
2026/08/22;14:45;0,543;Real
2026/08/22;15:00;0,419;Real
2026/08/22;15:15;0,52;Real
2026/08/22;15:30;0,569;Real
2026/08/22;15:45;0,566;Real
2026/08/22;16:00;0,446;Real
2026/08/22;16:15;0,518;Real
2026/08/22;16:30;0,446;Real
2026/08/22;16:45;0,39;Real
2026/08/22;17:00;0,337;Real
2026/08/22;17:15;0,439;Real
2026/08/22;17:30;0,38;Real
2026/08/22;17:45;0,46;Real
2026/08/22;18:00;0,325;Real
2026/08/22;18:15;0,429;Real
2026/08/22;18:30;0,338;Real
2026/08/22;18:45;0,591;Real
2026/08/22;19:00;0,415;Real
2026/08/22;19:15;0,785;Real
2026/08/22;19:30;0,694;Real
2026/08/22;19:45;0,505;Real
2026/08/22;20:00;0,574;Real
2026/08/22;20:15;0,727;Real
2026/08/22;20:30;0,609;Real
2026/08/22;20:45;0,546;Real
2026/08/22;21:00;0,925;Real
2026/08/22;21:15;0,817;Real
2026/08/22;21:30;0,659;Real
2026/08/22;21:45;0,869;Real
2026/08/22;22:00;0,585;Estimado
2026/08/22;22:15;0,623;Real
2026/08/22;22:30;0,629;Real
2026/08/22;22:45;0,542;Real
2026/08/22;23:00;0,562;Real
2026/08/22;23:15;0,33;Real
2026/08/22;23:30;0,371;Real
2026/08/22;23:45;0,301;Real
2026/08/23;00:00;0,385;Real
2026/08/23;00:15;0,118;Real
2026/08/23;00:30;0,084;Real
2026/08/23;00:45;0,115;Real
2026/08/23;01:00;0,084;Real
2026/08/23;01:15;0,065;Real
2026/08/23;01:30;0,063;Estimado
2026/08/23;01:45;0,068;Real
2026/08/23;02:00;0,054;Real
2026/08/23;02:15;0,074;Real
2026/08/23;02:30;0,075;Real
2026/08/23;02:45;0,055;Real
2026/08/23;03:00;0,049;Real
2026/08/23;03:15;0,062;Real
2026/08/23;03:30;0,06;Real
2026/08/23;03:45;0,048;Real
2026/08/23;04:00;0,047;Real
